Sequence_Index,Euclidean_Distance
0,0.4799214496500281
1,0.47030251977940774
2,0.49286352714122794
3,0.46464059590035095
4,0.5198576978359983
5,0.5136433314457045
6,0.4728790599384943
7,0.4503797254417066
8,0.5117488103819589
9,0.4830654640736705
10,0.48247406760787354
11,0.46723423612398157
12,0.45342224488518695
13,0.5238885007687507
14,0.4637476432046446
15,0.5036490094626306
16,0.47607662925026756
17,0.5623358296807882
18,0.47036868195790804
19,0.48081411439222405
20,0.4522751973728197
21,0.5086496837284644
22,0.4772414589020804
23,0.4884523981180943
24,0.4338623785869821
25,0.48716023738678954
26,0.4693772920476998
27,0.455570189740663
28,0.5321617778149658
29,0.47338272657070807
30,0.5233807751317361
31,0.45931577564183285
32,0.5120935752082504
33,0.41262043633767104
34,0.4650743366416932
35,0.47721864097590583
36,0.5368188093712368
37,0.5195049230229505
38,0.47814532625715206
39,0.4299478094025829
40,0.5134441755357725
41,0.47437229642850487
42,0.4745931577061545
43,0.555225374109716
44,0.4475095974746253
45,0.5038539431358675
46,0.4882661035322455
47,0.48190696177046355
48,0.44079006438467616
49,0.45406190240477207
50,0.5382825587681156
51,0.456603929696491
52,0.45425572219233834
53,0.5083676244841201
54,0.5443870772966499
55,0.48000712845180427
56,0.5319571868525151
57,0.4887937566107609
58,0.4322462576367177
59,0.5891809160135717
60,0.4849229332770753
61,0.462084835424257
62,0.4537366621069714
63,0.5425226538605579
64,0.5185474005972722
65,0.4872472973471553
66,0.5036284260243143
67,0.5237110974476218
68,0.450789986533183
69,0.4652880058821671
70,0.5229968463710796
71,0.5416788965143425
72,0.4940420791016022
73,0.504798659852582
74,0.514748393284606
75,0.5284554001157574
76,0.4778631325043096
77,0.4997032827346294
78,0.5183779268513219
79,0.4554247625978313
80,0.5365904644468359
81,0.49006516100702396
82,0.49866021310429115
83,0.5108125185116653
84,0.5410513151379636
85,0.4537888377168515
86,0.4931123721128837
87,0.4286111973947224
88,0.5413170574119611
89,0.44493726373123754
90,0.39568521468933404
91,0.5013625325484349
92,0.47921661190430875
93,0.44339690555484357
94,0.44220284305342505
95,0.5192114485242203
96,0.45337460300329246
97,0.5056839856386984
98,0.49263311884473665
99,0.48546395496505973
100,0.4807314086806256
101,0.531626065772408
102,0.5379272338438109
103,0.4810621125705715
104,0.5792906989925666
105,0.48658175919431695
106,0.49988044143903104
107,0.4307398433735231
108,0.4428511890000367
109,0.46469862915707755
110,0.4817898925909305
111,0.4911411144395786
112,0.4907988307114746
113,0.5288626123198079
114,0.4603796307053582
115,0.4135325172681358
116,0.46027374615049144
117,0.5196269605933439
118,0.47408037635135597
119,0.4757328070694343
120,0.5073634905319615
121,0.4460325881263005
122,0.4825127122609289
123,0.5209665886593535
124,0.452971177549637
125,0.4962033838778745
126,0.5626394707985108
127,0.4839998876189834
128,0.4141710019249385
129,0.5079125781194493
130,0.4432956205775038
131,0.5420267618853412
132,0.5445004458751092
133,0.45944597690245187
134,0.5178442538440139
135,0.5277136668593883
136,0.5035140138053038
137,0.5149488815493708
138,0.46090341111242333
139,0.46685063737833615
140,0.49040545425326076
141,0.5332089942954412
142,0.48590029599420625
143,0.48296130027122136
144,0.5219152427496083
145,0.537186453753793
146,0.4602710487802601
147,0.44856027568597134
148,0.48310112755615114
149,0.4922945166260856
150,0.4556827235862694
151,0.47217223256026475
152,0.47917355985655863
153,0.44417236590643505
154,0.5248551483589516
155,0.4699174786631001
156,0.47530784101897566
157,0.5179413773058923
158,0.4891182459509499
159,0.4545198904058675
160,0.4830257121526129
161,0.5179184976828356
162,0.45288784845928837
163,0.5185160386489623
164,0.5075375758569275
165,0.4736830380772854
166,0.4702986281529172
167,0.5347387209982571
168,0.5212413698266866
169,0.4758235934013895
170,0.47636069386749563
171,0.4950861696066001
172,0.5015667108337822
173,0.47661226842441423
174,0.5082977411698526
175,0.4008968451698837
176,0.5371390422668173
177,0.49773043408318973
178,0.5015114474987354
179,0.5306869104381761
180,0.5164299301914897
181,0.4921454074486656
182,0.5314652191586401
183,0.47445706889003725
184,0.5266301840680937
185,0.4737635898047289
186,0.4626059881498178
187,0.4845340675551233
188,0.47425284707824417
189,0.5180101105943866
190,0.5024079328307907
191,0.5233360930726657
192,0.47398230870093505
193,0.5230365247699212
194,0.48608053893001457
195,0.5019665923944626
196,0.5017702125975717
197,0.49932319850379137
198,0.513990986839889
199,0.5033205893362919
200,0.4911402784889269
201,0.543024995229347
202,0.4655290430149582
203,0.4902154667869223
204,0.48535360862415555
205,0.48435521075571836
206,0.45942980220964874
207,0.42065984990978394
208,0.5020658337628117
209,0.47269567383862715
210,0.4844826719008023
211,0.5276708330735289
212,0.5208575037768227
213,0.5275044455321795
214,0.47521640049802605
215,0.511073299679413
216,0.4373988659938792
217,0.43018335296346616
218,0.5355901278596177
219,0.4658081042288374
220,0.5202175054842614
221,0.4740778427937258
222,0.4938325792115978
223,0.5280689658561062
224,0.4956423951613229
225,0.46448330808281185
226,0.4833142938792423
227,0.4372477399940898
228,0.47506644267107356
229,0.4923263843840768
230,0.519650868771813
231,0.4671107577704243
232,0.4945381129273729
233,0.4547363097394955
234,0.5358218816382132
235,0.4627738304798881
236,0.4545424760542901
237,0.4832045374306841
238,0.4704774770402022
239,0.48426334039592933
240,0.47687378400401265
241,0.4706125918164336
242,0.475958569319996
243,0.5393880916769688
244,0.5092623741089083
245,0.524768641817062
246,0.4634640835771875
247,0.510230164737917
248,0.41284174822967074
249,0.49204318589507356
250,0.5039329317713852
251,0.5036990120497521
252,0.4713286465849325
253,0.49267848655316493
254,0.4591175108262518
255,0.4525918257303805
256,0.42896349311716053
257,0.4630922439708934
258,0.4828844473371703
259,0.4492441320460867
260,0.4822919628502716
261,0.4399639463149133
262,0.4158331969424394
263,0.5224804127936161
264,0.4187925303316675
265,0.44321174561338156
266,0.4932630703946718
267,0.4930956284803707
268,0.486913201029961
269,0.4139270002184288
270,0.499213941616831
271,0.4852003346206776
272,0.5017422441090246
273,0.505626082863838
274,0.49251509420210576
275,0.485344928348815
276,0.4932833569211728
277,0.5528019839337955
278,0.48219531899576895
279,0.4804330262325493
280,0.49945643750357827
281,0.46968090360740894
282,0.5050283584137618
283,0.43060030471063176
284,0.516610709870348
285,0.47635653469252376
286,0.4637592635645203
287,0.4522624368914935
288,0.5036984943507458
289,0.5098498503390685
290,0.50060506374216
291,0.5055874533047346
292,0.5448356044297552
293,0.4995969243166888
294,0.4823497150877278
295,0.5126456805950015
296,0.4942036646126297
297,0.4597157963515635
298,0.48442799415381343
299,0.46470153710391576
300,0.45818443502102196
301,0.5250608488430673
302,0.4579142719591807
303,0.47978503192632926
304,0.4667778557848565
305,0.48432701500115327
306,0.4909117782167017
307,0.5053813952543509
308,0.44572993318281706
309,0.5178580696789764
310,0.4905469813781947
311,0.4779055916763096
312,0.49669436211437124
313,0.44395730858504273
314,0.5141995628329195
315,0.5231222398060663
316,0.5199158891511555
317,0.4977379188416247
318,0.45508712529679163
319,0.4171484434756875
320,0.48004484861848035
321,0.4676238128777414
322,0.45723178529737263
323,0.46924539925887754
324,0.4465362418757552
325,0.4935573721969191
326,0.4505636808757915
327,0.537010880810171
